Tempo,HNR,Spectral_Centroid,Spectral_Bandwith,Spectral_Flatness
151.0,4.172641754150391,2160.208337505452,2133.396464449464,0.012379596941173
117.0,3.927922964096069,2567.411676587157,2671.368902663953,0.0305350311100482
103.0,4.851541042327881,2067.4996112945846,2203.016187201142,0.016644699499011
135.0,5.381853103637695,2401.5005742925823,2587.64954621088,0.0129468170925974
112.0,5.018710136413574,2132.25752276966,2296.125114144854,0.0150313433259725
161.0,3.3591768741607666,1890.1439146009025,2257.852531120084,0.0137639483436942
107.0,1.276121735572815,1765.3533003855791,2097.7409186189866,0.0144717954099178
129.0,6.705331802368164,1476.3818811042297,1976.267806009669,0.0057023470290005
117.0,5.41801118850708,2820.138927268953,2927.5465617504497,0.0362112335860729
89.0,4.6147284507751465,2677.075115535628,2975.5582654660443,0.0224147923290729
129.0,3.075978994369507,2046.2954834854809,2218.203611656444,0.0166377276182174
107.0,4.783931255340576,3491.930708149053,3001.3902805551807,0.0376739874482154
117.0,4.686873912811279,1991.1099197529395,2182.59723495383,0.0138517180457711
